Sample	tumor.purity	StromalScore	ImmuneScore	ESTIMATEScore	fit	lwr.p	upr.p
704	0.91	213.2302323	1444.063116	1657.293349	0.661290354	0.424676444	0.897904265
705	0.29	301.9083076	1356.248138	1658.156445	0.661195313	0.424581326	0.8978093
706	0.66	389.4823516	1269.131536	1658.613888	0.661144937	0.42453091	0.897758965
707	0.56	247.3271249	1413.541329	1660.868453	0.660896608	0.42428238	0.897510836
708	0.83	540.3390337	1124.63697	1664.976004	0.660443995	0.423829398	0.897058593
709	0.48	19.60926361	1651.626418	1671.235681	0.659753778	0.423138611	0.896368944
710	0.37	683.7973284	988.6688803	1672.466209	0.659618029	0.42300275	0.896233308
711	0.57	-74.2917209	1748.226657	1673.934936	0.659455975	0.42284056	0.896071389
712	0.84	456.8368413	1217.701967	1674.538809	0.659389337	0.422773866	0.896004807
713	0.69	667.641979	1011.075671	1678.71765	0.658928054	0.422312196	0.895543913
714	0.75	227.7180568	1452.890474	1680.608531	0.658719247	0.422103212	0.895335283
715	0.7	348.4833611	1332.737902	1681.221263	0.658651574	0.422035481	0.895267666
716	0.87	273.2408148	1409.19659	1682.437405	0.65851724	0.421901033	0.895133447
717	0.58	850.6310932	831.9215419	1682.552635	0.65850451	0.421888293	0.895120728
718	0.49	102.4319136	1583.514249	1685.946163	0.658129548	0.421513009	0.894746086
719	0.88	54.21693502	1634.458779	1688.675714	0.657827832	0.421211033	0.894444631
720	0.65	409.1660015	1286.227561	1695.393562	0.657084813	0.420467367	0.893702258
721	0.52	722.7351312	972.97948	1695.714611	0.657049287	0.420431811	0.893666764
722	0.44	568.9977952	1132.574218	1701.572013	0.656400889	0.419782839	0.893018938
723	0.75	876.3297971	826.0967379	1702.426535	0.656306255	0.419688121	0.892924389
724	0.69	479.598268	1234.762948	1714.361216	0.654983472	0.418364144	0.8916028
725	0.81	528.3973999	1186.701	1715.0984	0.6549017	0.418282298	0.891521103
726	0.68	341.8313999	1376.858985	1718.690385	0.654503151	0.417883382	0.89112292
727	0.63	280.967875	1447.205931	1728.173806	0.653450042	0.416829292	0.890070792
728	0.33	363.3126706	1376.558618	1739.871288	0.652149323	0.415527334	0.888771313
